Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

2.5000000000000004,1,0.016769712790846825
2.5000000000000004,2,0.006717106327414513
2.5000000000000004,3,0.004190789069980383
2.5000000000000004,4,0.0010328951757401228
2.5000000000000004,5,-0.0037171058356761932
2.5000000000000004,6,-0.008427625522017479
2.5000000000000004,7,-0.00898026954382658
2.5000000000000004,8,-0.008506578393280506
2.5000000000000004,9,-0.011467124335467815
2.1,1,0.003401312744244933
2.1,2,0.0003750003525055945
2.1,3,-0.0009539454476907849
2.1,4,-0.001072366489097476
2.1,5,-0.000769735430367291
2.1,6,-0.0013223650166764855
2.1,7,-0.002046050038188696
2.1,8,-0.002243418712168932
2.1,9,-0.002651313552632928
2.0,1,0.00048684378270991147
2.0,2,-2.631595816637855e-05
2.0,3,-0.0005394718609750271
2.0,4,-0.0005394717445597053
2.2,1,0.002207894343882799
2.0,5,-0.0008289451943710446
2.2,2,-0.00029210414504632354
2.0,6,-0.00027631616103462875
2.2,3,-0.0008710504043847322
2.0,7,-0.0005526298773474991
2.2,4,-0.0013315750984475017
2.0,8,-0.0007894714362919331
2.2,5,-0.0011210498632863164
2.0,9,-0.000710524502210319
2.2,6,-0.0009499972802586854
2.2,7,-0.0006736834184266627
2.2,8,-0.001357890316285193
2.2,9,-0.0013710479252040386
2.4000000000000004,1,0.01434341911226511
2.4000000000000004,2,0.0025276329834014177
2.4000000000000004,3,-0.003735517617315054
2.4000000000000004,4,-0.0028934155125170946
2.4000000000000004,5,-0.002182889962568879
2.4000000000000004,6,-0.00407763198018074
2.4000000000000004,7,-0.0054986909963190556
2.4000000000000004,8,-0.007380273193120956
2.4000000000000004,9,-0.007603954523801804
2.6000000000000005,1,0.018553942441940308
2.6000000000000005,2,0.007948685437440872
2.6000000000000005,3,0.003461846150457859
2.6000000000000005,4,-0.0013144727563485503
2.6000000000000005,5,-0.002722365316003561
2.6000000000000005,6,-0.0071171042509377
2.6000000000000005,7,-0.008472365327179432
2.6000000000000005,8,-0.01107764896005392
2.6000000000000005,9,-0.012130286544561386
2.3000000000000003,1,0.012155257165431976
2.3000000000000003,2,0.006484216544777155
2.3000000000000003,3,0.0009052631794475019
2.3000000000000003,4,-0.0026999972760677338
2.3000000000000003,5,-0.0049631535075604916
2.3000000000000003,6,-0.005107887554913759
2.3000000000000003,7,-0.006686831824481487
2.3000000000000003,8,-0.006884201429784298
2.3000000000000003,9,-0.005752623546868563
